path_meter_pos[m]	speed[kmph]	lat[deg]	long[deg]
string	string	double	double
0.00	60.0	59.863733	30.470417
0.50	8.0	59.863729	30.470412
1.00	8.0	59.863725	30.470407
1.50	8.0	59.863721	30.470402
2.00	8.0	59.863717	30.470398
2.50	8.0	59.863713	30.470393
3.00	8.0	59.863710	30.470388
3.50	8.0	59.863706	30.470384
4.00	8.0	59.863702	30.470379
4.50	8.0	59.863698	30.470374
5.00	8.0	59.863694	30.470370
5.50	8.0	59.863690	30.470365
6.00	8.0	59.863686	30.470361
6.50	8.0	59.863682	30.470356
7.00	8.0	59.863679	30.470352
7.50	8.0	59.863675	30.470348
8.00	8.0	59.863671	30.470344
8.50	8.0	59.863667	30.470340
9.00	8.0	59.863663	30.470335
9.50	8.0	59.863659	30.470332
10.00	8.0	59.863654	30.470328
10.50	8.0	59.863650	30.470324
11.00	60.0	59.863646	30.470320
11.50	60.0	59.863642	30.470316
12.00	60.0	59.863638	30.470312
12.50	60.0	59.863634	30.470308
13.00	60.0	59.863630	30.470305
13.50	60.0	59.863626	30.470301
14.00	60.0	59.863622	30.470297
14.50	60.0	59.863618	30.470293
15.00	60.0	59.863614	30.470289
15.50	60.0	59.863610	30.470285
16.00	60.0	59.863606	30.470282
16.50	60.0	59.863602	30.470278
17.00	60.0	59.863597	30.470274
17.50	60.0	59.863593	30.470270
18.00	60.0	59.863589	30.470266
18.50	60.0	59.863585	30.470263
19.00	60.0	59.863581	30.470259
19.50	60.0	59.863577	30.470255
20.00	60.0	59.863573	30.470251
20.50	60.0	59.863569	30.470247
21.00	60.0	59.863565	30.470243
21.50	60.0	59.863561	30.470240
22.00	60.0	59.863557	30.470236
22.50	60.0	59.863553	30.470232
23.00	60.0	59.863549	30.470228
23.50	60.0	59.863545	30.470224
24.00	60.0	59.863540	30.470220
24.50	60.0	59.863536	30.470217
25.00	60.0	59.863532	30.470213
25.50	60.0	59.863528	30.470209
26.00	60.0	59.863524	30.470205
26.50	60.0	59.863520	30.470201
27.00	60.0	59.863516	30.470197
27.50	60.0	59.863512	30.470194
28.00	60.0	59.863508	30.470190
28.50	60.0	59.863504	30.470186
29.00	60.0	59.863500	30.470182
29.50	60.0	59.863496	30.470178
30.00	60.0	59.863492	30.470174
30.50	60.0	59.863488	30.470171
31.00	60.0	59.863483	30.470167
31.50	60.0	59.863479	30.470163
32.00	60.0	59.863475	30.470159
32.50	60.0	59.863471	30.470155
33.00	60.0	59.863467	30.470151
33.50	60.0	59.863463	30.470148
34.00	60.0	59.863459	30.470144
34.50	60.0	59.863455	30.470140
35.00	60.0	59.863451	30.470136
35.50	60.0	59.863447	30.470132
36.00	60.0	59.863443	30.470128
36.50	60.0	59.863439	30.470125
37.00	60.0	59.863435	30.470121
37.50	60.0	59.863431	30.470117
38.00	60.0	59.863426	30.470113
38.50	60.0	59.863422	30.470109
39.00	60.0	59.863418	30.470105
39.50	60.0	59.863414	30.470102
40.00	60.0	59.863410	30.470098
40.50	60.0	59.863406	30.470094
41.00	60.0	59.863402	30.470090
41.50	60.0	59.863398	30.470086
42.00	60.0	59.863394	30.470082
42.50	60.0	59.863390	30.470079
43.00	60.0	59.863386	30.470075
43.50	60.0	59.863382	30.470071
44.00	60.0	59.863378	30.470067
44.50	60.0	59.863374	30.470063
45.00	60.0	59.863369	30.470059
45.50	60.0	59.863365	30.470056
46.00	60.0	59.863361	30.470052
46.50	60.0	59.863357	30.470048
47.00	60.0	59.863353	30.470044
47.50	60.0	59.863349	30.470040
48.00	60.0	59.863345	30.470036
48.50	60.0	59.863341	30.470033
49.00	60.0	59.863337	30.470029
49.50	60.0	59.863333	30.470025
50.00	60.0	59.863329	30.470021
50.50	60.0	59.863325	30.470017
51.00	60.0	59.863321	30.470013
51.50	60.0	59.863317	30.470010
52.00	60.0	59.863312	30.470006
52.50	60.0	59.863308	30.470002
53.00	60.0	59.863304	30.469998
53.50	60.0	59.863300	30.469994
54.00	60.0	59.863296	30.469990
54.50	60.0	59.863292	30.469987
55.00	60.0	59.863288	30.469983
55.50	60.0	59.863284	30.469979
56.00	60.0	59.863280	30.469975
56.50	60.0	59.863276	30.469971
57.00	60.0	59.863272	30.469967
57.50	60.0	59.863268	30.469964
58.00	60.0	59.863264	30.469960
58.50	60.0	59.863260	30.469956
59.00	60.0	59.863255	30.469952
59.50	60.0	59.863251	30.469948
60.00	60.0	59.863247	30.469944
60.50	60.0	59.863243	30.469941
61.00	60.0	59.863239	30.469937
61.50	60.0	59.863235	30.469933
62.00	60.0	59.863231	30.469929
62.50	60.0	59.863227	30.469925
63.00	60.0	59.863223	30.469922
63.50	60.0	59.863219	30.469918
64.00	60.0	59.863215	30.469914
64.50	60.0	59.863211	30.469910
65.00	60.0	59.863207	30.469906
65.50	60.0	59.863203	30.469902
66.00	60.0	59.863198	30.469899
66.50	60.0	59.863194	30.469895
67.00	60.0	59.863190	30.469891
67.50	60.0	59.863186	30.469887
68.00	60.0	59.863182	30.469883
68.50	60.0	59.863178	30.469879
69.00	60.0	59.863174	30.469876
69.50	60.0	59.863170	30.469872
70.00	60.0	59.863166	30.469868
70.50	60.0	59.863162	30.469864
71.00	60.0	59.863158	30.469860
71.50	60.0	59.863154	30.469856
72.00	60.0	59.863150	30.469853
72.50	60.0	59.863146	30.469849
73.00	60.0	59.863141	30.469845
73.50	60.0	59.863137	30.469841
74.00	60.0	59.863133	30.469837
74.50	60.0	59.863129	30.469833
75.00	60.0	59.863125	30.469830
75.50	60.0	59.863121	30.469826
76.00	60.0	59.863117	30.469822
76.50	60.0	59.863113	30.469818
77.00	60.0	59.863109	30.469814
77.50	60.0	59.863105	30.469810
78.00	60.0	59.863101	30.469807
78.50	60.0	59.863097	30.469803
79.00	60.0	59.863093	30.469799
79.50	60.0	59.863089	30.469795
80.00	60.0	59.863084	30.469791
80.50	60.0	59.863080	30.469787
81.00	60.0	59.863076	30.469784
81.50	60.0	59.863072	30.469780
82.00	60.0	59.863068	30.469776
82.50	60.0	59.863064	30.469772
83.00	60.0	59.863060	30.469768
83.50	60.0	59.863056	30.469764
84.00	60.0	59.863052	30.469761
84.50	60.0	59.863048	30.469757
85.00	60.0	59.863044	30.469753
85.50	60.0	59.863040	30.469749
86.00	60.0	59.863036	30.469745
86.50	60.0	59.863032	30.469741
87.00	60.0	59.863027	30.469738
87.50	60.0	59.863023	30.469734
88.00	60.0	59.863019	30.469730
88.50	60.0	59.863015	30.469726
89.00	60.0	59.863011	30.469722
89.50	60.0	59.863007	30.469718
90.00	60.0	59.863003	30.469715
90.50	60.0	59.862999	30.469711
91.00	60.0	59.862995	30.469707
91.50	60.0	59.862991	30.469703
92.00	60.0	59.862987	30.469699
92.50	60.0	59.862983	30.469695
93.00	60.0	59.862979	30.469692
93.50	60.0	59.862975	30.469688
94.00	60.0	59.862970	30.469684
94.50	60.0	59.862966	30.469680
95.00	60.0	59.862962	30.469676
95.50	60.0	59.862958	30.469672
96.00	60.0	59.862954	30.469669
96.50	60.0	59.862950	30.469665
97.00	60.0	59.862946	30.469661
97.50	60.0	59.862942	30.469657
98.00	60.0	59.862938	30.469653
98.50	60.0	59.862934	30.469649
99.00	60.0	59.862930	30.469646
99.50	60.0	59.862926	30.469642
100.00	60.0	59.862922	30.469638
100.50	60.0	59.862918	30.469634
101.00	60.0	59.862913	30.469630
101.50	60.0	59.862909	30.469626
102.00	60.0	59.862905	30.469623
102.50	60.0	59.862901	30.469619
103.00	60.0	59.862897	30.469615
103.50	60.0	59.862893	30.469611
104.00	60.0	59.862889	30.469607
104.50	60.0	59.862885	30.469603
105.00	60.0	59.862881	30.469600
105.50	60.0	59.862877	30.469596
106.00	60.0	59.862873	30.469592
106.50	60.0	59.862869	30.469588
107.00	60.0	59.862865	30.469584
107.50	60.0	59.862861	30.469581
108.00	60.0	59.862856	30.469577
108.50	60.0	59.862852	30.469573
109.00	60.0	59.862848	30.469569
109.50	60.0	59.862844	30.469565
110.00	60.0	59.862840	30.469561
110.50	60.0	59.862836	30.469558
111.00	60.0	59.862832	30.469554
111.50	60.0	59.862828	30.469550
112.00	60.0	59.862824	30.469546
112.50	60.0	59.862820	30.469542
113.00	60.0	59.862816	30.469538
113.50	60.0	59.862812	30.469535
114.00	60.0	59.862808	30.469531
114.50	60.0	59.862804	30.469527
115.00	60.0	59.862799	30.469523
115.50	60.0	59.862795	30.469519
116.00	60.0	59.862791	30.469515
116.50	60.0	59.862787	30.469512
117.00	60.0	59.862783	30.469508
117.50	60.0	59.862779	30.469504
118.00	60.0	59.862775	30.469500
118.50	60.0	59.862771	30.469496
119.00	60.0	59.862767	30.469492
119.50	60.0	59.862763	30.469489
120.00	60.0	59.862759	30.469485
120.50	60.0	59.862755	30.469481
121.00	60.0	59.862751	30.469477
121.50	60.0	59.862747	30.469473
122.00	60.0	59.862743	30.469469
122.50	60.0	59.862738	30.469466
123.00	60.0	59.862734	30.469462
123.50	60.0	59.862730	30.469458
124.00	60.0	59.862726	30.469454
124.50	60.0	59.862722	30.469450
125.00	60.0	59.862718	30.469446
125.50	60.0	59.862714	30.469443
126.00	60.0	59.862710	30.469439
126.50	60.0	59.862706	30.469435
127.00	60.0	59.862702	30.469431
127.50	60.0	59.862698	30.469427
128.00	60.0	59.862694	30.469423
128.50	60.0	59.862690	30.469420
129.00	60.0	59.862686	30.469416
129.50	60.0	59.862681	30.469412
130.00	60.0	59.862677	30.469408
130.50	60.0	59.862673	30.469404
131.00	60.0	59.862669	30.469400
131.50	60.0	59.862665	30.469397
132.00	60.0	59.862661	30.469393
132.50	60.0	59.862657	30.469389
133.00	60.0	59.862653	30.469385
133.50	60.0	59.862649	30.469381
134.00	60.0	59.862645	30.469377
134.50	60.0	59.862641	30.469374
135.00	60.0	59.862637	30.469370
135.50	60.0	59.862633	30.469366
136.00	60.0	59.862629	30.469362
136.50	60.0	59.862624	30.469358
137.00	60.0	59.862620	30.469354
137.50	60.0	59.862616	30.469351
138.00	60.0	59.862612	30.469347
138.50	60.0	59.862608	30.469343
139.00	60.0	59.862604	30.469339
139.50	60.0	59.862600	30.469335
140.00	60.0	59.862596	30.469331
140.50	60.0	59.862592	30.469328
141.00	60.0	59.862588	30.469324
141.50	60.0	59.862584	30.469320
142.00	60.0	59.862580	30.469316
142.50	60.0	59.862576	30.469312
143.00	60.0	59.862572	30.469308
143.50	60.0	59.862567	30.469305
144.00	60.0	59.862563	30.469301
144.50	60.0	59.862559	30.469297
145.00	60.0	59.862555	30.469293
145.50	60.0	59.862551	30.469289
146.00	60.0	59.862547	30.469285
146.50	60.0	59.862543	30.469282
147.00	60.0	59.862539	30.469278
147.50	60.0	59.862535	30.469274
148.00	60.0	59.862531	30.469270
148.50	60.0	59.862527	30.469266
149.00	60.0	59.862523	30.469262
149.50	60.0	59.862519	30.469259
150.00	60.0	59.862515	30.469255
150.50	60.0	59.862510	30.469251
151.00	60.0	59.862506	30.469247
151.50	60.0	59.862502	30.469243
152.00	60.0	59.862498	30.469240
152.50	60.0	59.862494	30.469236
153.00	60.0	59.862490	30.469232
153.50	60.0	59.862486	30.469228
154.00	60.0	59.862482	30.469224
154.50	60.0	59.862478	30.469220
155.00	60.0	59.862474	30.469217
155.50	60.0	59.862470	30.469213
156.00	60.0	59.862466	30.469209
156.50	60.0	59.862462	30.469205
157.00	60.0	59.862458	30.469201
157.50	60.0	59.862453	30.469197
158.00	60.0	59.862449	30.469194
158.50	60.0	59.862445	30.469190
159.00	60.0	59.862441	30.469186
159.50	60.0	59.862437	30.469182
160.00	60.0	59.862433	30.469178
160.50	60.0	59.862429	30.469174
161.00	60.0	59.862425	30.469171
161.50	60.0	59.862421	30.469167
162.00	60.0	59.862417	30.469163
162.50	60.0	59.862413	30.469159
163.00	60.0	59.862409	30.469155
163.50	60.0	59.862405	30.469151
164.00	60.0	59.862401	30.469148
164.50	60.0	59.862396	30.469144
165.00	60.0	59.862392	30.469140
165.50	60.0	59.862388	30.469136
166.00	60.0	59.862384	30.469132
166.50	60.0	59.862380	30.469128
167.00	60.0	59.862376	30.469125
167.50	60.0	59.862372	30.469121
168.00	60.0	59.862368	30.469117
168.50	60.0	59.862364	30.469113
169.00	60.0	59.862360	30.469109
169.50	60.0	59.862356	30.469105
170.00	60.0	59.862352	30.469102
170.50	60.0	59.862348	30.469098
171.00	60.0	59.862344	30.469094
171.50	60.0	59.862339	30.469090
172.00	60.0	59.862335	30.469086
172.50	60.0	59.862331	30.469082
173.00	60.0	59.862327	30.469079
173.50	60.0	59.862323	30.469075
174.00	60.0	59.862319	30.469071
174.50	60.0	59.862315	30.469067
175.00	60.0	59.862311	30.469063
175.50	60.0	59.862307	30.469059
176.00	60.0	59.862303	30.469056
176.50	60.0	59.862299	30.469052
177.00	60.0	59.862295	30.469048
177.50	60.0	59.862291	30.469044
178.00	60.0	59.862287	30.469040
178.50	60.0	59.862282	30.469036
179.00	60.0	59.862278	30.469033
179.50	60.0	59.862274	30.469029
180.00	60.0	59.862270	30.469025
180.50	60.0	59.862266	30.469021
181.00	60.0	59.862262	30.469017
181.50	60.0	59.862258	30.469013
182.00	60.0	59.862254	30.469010
182.50	60.0	59.862250	30.469006
183.00	60.0	59.862246	30.469002
183.50	60.0	59.862242	30.468998
184.00	60.0	59.862238	30.468994
184.50	60.0	59.862234	30.468990
185.00	60.0	59.862230	30.468987
185.50	60.0	59.862225	30.468983
186.00	60.0	59.862221	30.468979
186.50	60.0	59.862217	30.468975
187.00	60.0	59.862213	30.468971
187.50	60.0	59.862209	30.468967
188.00	60.0	59.862205	30.468964
188.50	60.0	59.862201	30.468960
189.00	60.0	59.862197	30.468956
189.50	60.0	59.862193	30.468952
190.00	60.0	59.862189	30.468948
190.50	60.0	59.862185	30.468944
191.00	60.0	59.862181	30.468941
191.50	60.0	59.862177	30.468937
192.00	60.0	59.862173	30.468933
192.50	60.0	59.862168	30.468929
193.00	60.0	59.862164	30.468925
193.50	60.0	59.862160	30.468921
194.00	60.0	59.862156	30.468918
194.50	60.0	59.862152	30.468914
195.00	60.0	59.862148	30.468910
195.50	60.0	59.862144	30.468906
196.00	60.0	59.862140	30.468902
196.50	60.0	59.862136	30.468899
197.00	60.0	59.862132	30.468895
197.50	60.0	59.862128	30.468891
198.00	60.0	59.862124	30.468887
198.50	60.0	59.862120	30.468883
199.00	60.0	59.862116	30.468879
199.50	60.0	59.862111	30.468876
200.00	60.0	59.862107	30.468872
200.50	60.0	59.862103	30.468868
201.00	60.0	59.862099	30.468864
201.50	60.0	59.862095	30.468860
202.00	60.0	59.862091	30.468856
202.50	60.0	59.862087	30.468853
203.00	60.0	59.862083	30.468849
203.50	60.0	59.862079	30.468845
204.00	60.0	59.862075	30.468841
204.50	60.0	59.862071	30.468837
205.00	60.0	59.862067	30.468833
205.50	60.0	59.862063	30.468830
206.00	60.0	59.862059	30.468826
206.50	60.0	59.862054	30.468822
207.00	60.0	59.862050	30.468818
207.50	60.0	59.862046	30.468814
208.00	60.0	59.862042	30.468810
208.50	60.0	59.862038	30.468807
209.00	59.8	59.862034	30.468803
209.50	59.7	59.862030	30.468799
210.00	59.5	59.862026	30.468795
210.50	59.3	59.862022	30.468791
211.00	59.2	59.862018	30.468787
211.50	59.0	59.862014	30.468784
212.00	58.8	59.862010	30.468780
212.50	58.7	59.862006	30.468776
213.00	58.5	59.862002	30.468772
213.50	58.3	59.861997	30.468768
214.00	58.2	59.861993	30.468764
214.50	58.0	59.861989	30.468761
215.00	57.8	59.861985	30.468757
215.50	57.7	59.861981	30.468753
216.00	57.5	59.861977	30.468749
216.50	57.3	59.861973	30.468745
217.00	57.2	59.861969	30.468741
217.50	57.0	59.861965	30.468738
218.00	56.8	59.861961	30.468734
218.50	56.7	59.861957	30.468730
219.00	56.5	59.861953	30.468726
219.50	56.3	59.861949	30.468722
220.00	56.1	59.861945	30.468718
220.50	56.0	59.861940	30.468715
221.00	55.8	59.861936	30.468711
221.50	55.6	59.861932	30.468707
222.00	55.4	59.861928	30.468703
222.50	55.3	59.861924	30.468699
223.00	55.1	59.861920	30.468695
223.50	54.9	59.861916	30.468692
224.00	54.7	59.861912	30.468688
224.50	54.6	59.861908	30.468684
225.00	54.4	59.861904	30.468680
225.50	54.2	59.861900	30.468676
226.00	54.0	59.861896	30.468672
226.50	53.8	59.861892	30.468669
