path_meter_pos[m]	speed[kmph]	lat[deg]	long[deg]
string	string	double	double
0.00	8.1	59.863778	30.470258
0.50	8.0	59.863774	30.470254
1.00	8.0	59.863770	30.470249
1.50	8.0	59.863766	30.470245
2.00	8.0	59.863762	30.470240
2.50	8.0	59.863758	30.470235
3.00	8.0	59.863754	30.470231
3.50	8.0	59.863750	30.470226
4.00	8.0	59.863746	30.470222
4.50	8.0	59.863743	30.470218
5.00	8.0	59.863739	30.470213
5.50	8.0	59.863735	30.470209
6.00	8.0	59.863731	30.470204
6.50	8.0	59.863727	30.470200
7.00	8.0	59.863723	30.470196
7.50	8.0	59.863719	30.470192
8.00	8.0	59.863715	30.470187
8.50	8.0	59.863711	30.470183
9.00	8.0	59.863707	30.470179
9.50	8.0	59.863703	30.470175
10.00	8.0	59.863699	30.470171
10.50	8.0	59.863695	30.470167
11.00	60.0	59.863691	30.470163
11.50	60.0	59.863687	30.470159
12.00	60.0	59.863683	30.470155
12.50	60.0	59.863679	30.470151
13.00	60.0	59.863675	30.470147
13.50	60.0	59.863671	30.470143
14.00	60.0	59.863667	30.470139
14.50	60.0	59.863662	30.470136
15.00	60.0	59.863658	30.470132
15.50	60.0	59.863654	30.470128
16.00	60.0	59.863650	30.470124
16.50	60.0	59.863646	30.470120
17.00	60.0	59.863642	30.470116
17.50	60.0	59.863638	30.470112
18.00	60.0	59.863634	30.470109
18.50	60.0	59.863630	30.470105
19.00	60.0	59.863626	30.470101
19.50	60.0	59.863622	30.470097
20.00	60.0	59.863618	30.470093
20.50	60.0	59.863614	30.470089
21.00	60.0	59.863610	30.470086
21.50	60.0	59.863605	30.470082
22.00	60.0	59.863601	30.470078
22.50	60.0	59.863597	30.470074
23.00	60.0	59.863593	30.470070
23.50	60.0	59.863589	30.470066
24.00	60.0	59.863585	30.470063
24.50	60.0	59.863581	30.470059
25.00	60.0	59.863577	30.470055
25.50	60.0	59.863573	30.470051
26.00	60.0	59.863569	30.470047
26.50	60.0	59.863565	30.470043
27.00	60.0	59.863561	30.470040
27.50	60.0	59.863557	30.470036
28.00	60.0	59.863553	30.470032
28.50	60.0	59.863549	30.470028
29.00	60.0	59.863544	30.470024
29.50	60.0	59.863540	30.470020
30.00	60.0	59.863536	30.470016
30.50	60.0	59.863532	30.470013
31.00	60.0	59.863528	30.470009
31.50	60.0	59.863524	30.470005
32.00	60.0	59.863520	30.470001
32.50	60.0	59.863516	30.469997
33.00	60.0	59.863512	30.469993
33.50	60.0	59.863508	30.469990
34.00	60.0	59.863504	30.469986
34.50	60.0	59.863500	30.469982
35.00	60.0	59.863496	30.469978
35.50	60.0	59.863492	30.469974
36.00	60.0	59.863487	30.469970
36.50	60.0	59.863483	30.469967
37.00	60.0	59.863479	30.469963
37.50	60.0	59.863475	30.469959
38.00	60.0	59.863471	30.469955
38.50	60.0	59.863467	30.469951
39.00	60.0	59.863463	30.469947
39.50	60.0	59.863459	30.469944
40.00	60.0	59.863455	30.469940
40.50	60.0	59.863451	30.469936
41.00	60.0	59.863447	30.469932
41.50	60.0	59.863443	30.469928
42.00	60.0	59.863439	30.469924
42.50	60.0	59.863435	30.469920
43.00	60.0	59.863431	30.469917
43.50	60.0	59.863426	30.469913
44.00	60.0	59.863422	30.469909
44.50	60.0	59.863418	30.469905
45.00	60.0	59.863414	30.469901
45.50	60.0	59.863410	30.469897
46.00	60.0	59.863406	30.469894
46.50	60.0	59.863402	30.469890
47.00	60.0	59.863398	30.469886
47.50	60.0	59.863394	30.469882
48.00	60.0	59.863390	30.469878
48.50	60.0	59.863386	30.469874
49.00	60.0	59.863382	30.469871
