path_meter_pos[m]	speed[kmph]	lat[deg]	long[deg]
string	string	double	double
0.00	15.0	59.833866	30.498279
0.50	15.0	59.833862	30.498284
1.00	15.0	59.833858	30.498289
1.50	15.0	59.833854	30.498293
2.00	15.0	59.833851	30.498298
2.50	15.0	59.833847	30.498303
3.00	15.0	59.833843	30.498307
3.50	15.0	59.833839	30.498312
4.00	15.0	59.833835	30.498317
4.50	15.0	59.833831	30.498321
5.00	15.0	59.833827	30.498326
5.50	15.0	59.833824	30.498331
6.00	15.0	59.833820	30.498336
6.50	15.0	59.833816	30.498340
7.00	15.0	59.833812	30.498345
7.50	15.0	59.833808	30.498350
8.00	15.0	59.833804	30.498354
8.50	15.0	59.833801	30.498359
9.00	15.0	59.833797	30.498364
9.50	15.0	59.833793	30.498368
10.00	15.0	59.833789	30.498373
10.50	15.0	59.833785	30.498378
11.00	15.0	59.833781	30.498382
11.50	15.0	59.833778	30.498387
12.00	15.0	59.833774	30.498392
12.50	15.0	59.833770	30.498396
13.00	15.0	59.833766	30.498401
13.50	15.0	59.833762	30.498406
14.00	15.0	59.833758	30.498411
14.50	15.0	59.833754	30.498415
15.00	15.0	59.833751	30.498420
15.50	15.0	59.833747	30.498425
16.00	15.0	59.833743	30.498429
16.50	15.0	59.833739	30.498434
17.00	15.0	59.833735	30.498439
17.50	15.0	59.833731	30.498443
18.00	15.0	59.833728	30.498448
18.50	15.0	59.833724	30.498453
19.00	15.0	59.833720	30.498457
19.50	15.0	59.833716	30.498462
20.00	15.0	59.833712	30.498467
20.50	15.0	59.833708	30.498471
21.00	15.0	59.833704	30.498476
21.50	15.0	59.833701	30.498481
22.00	15.0	59.833697	30.498486
22.50	15.0	59.833693	30.498490
23.00	15.0	59.833689	30.498495
23.50	15.0	59.833685	30.498500
24.00	15.0	59.833681	30.498504
24.50	15.0	59.833678	30.498509
25.00	15.0	59.833674	30.498514
25.50	15.0	59.833670	30.498518
26.00	15.0	59.833666	30.498523
26.50	15.0	59.833662	30.498528
27.00	15.0	59.833658	30.498532
27.50	15.0	59.833655	30.498537
28.00	15.0	59.833651	30.498542
28.50	15.0	59.833647	30.498546
29.00	15.0	59.833643	30.498551
29.50	15.0	59.833639	30.498556
30.00	15.0	59.833635	30.498561
30.50	15.0	59.833631	30.498565
31.00	15.0	59.833628	30.498570
31.50	15.0	59.833624	30.498575
32.00	15.0	59.833620	30.498579
32.50	15.0	59.833616	30.498584
33.00	15.0	59.833612	30.498589
33.50	15.0	59.833608	30.498593
34.00	16.2	59.833605	30.498598
34.50	15.6	59.833601	30.498603
35.00	14.9	59.833597	30.498609
35.50	14.3	59.833594	30.498615
36.00	13.6	59.833591	30.498621
36.50	12.8	59.833587	30.498627
37.00	12.1	59.833584	30.498633
37.50	11.2	59.833581	30.498639
38.00	10.3	59.833578	30.498646
38.50	10.0	59.833577	30.498648
