path_meter_pos[m]	speed[kmph]	lat[deg]	long[deg]
string	string	double	double
0.00	15.0	59.834654	30.497470
0.50	15.0	59.834651	30.497475
1.00	15.0	59.834647	30.497480
1.50	15.0	59.834643	30.497485
2.00	15.0	59.834639	30.497490
2.50	15.0	59.834636	30.497495
3.00	15.0	59.834632	30.497500
3.50	15.0	59.834628	30.497505
4.00	15.0	59.834624	30.497510
4.50	15.0	59.834620	30.497515
5.00	15.0	59.834617	30.497520
5.50	15.0	59.834613	30.497524
6.00	15.0	59.834609	30.497529
6.50	15.0	59.834605	30.497534
7.00	15.0	59.834602	30.497539
7.50	15.0	59.834598	30.497544
8.00	15.0	59.834594	30.497549
8.50	15.0	59.834590	30.497554
9.00	15.0	59.834587	30.497559
9.50	15.0	59.834583	30.497564
10.00	15.0	59.834579	30.497569
10.50	15.0	59.834575	30.497574
11.00	15.0	59.834572	30.497579
11.50	15.0	59.834568	30.497584
12.00	15.0	59.834564	30.497589
12.50	15.0	59.834560	30.497594
13.00	15.0	59.834557	30.497599
13.50	15.0	59.834553	30.497604
14.00	15.0	59.834549	30.497608
14.50	15.0	59.834545	30.497613
15.00	15.0	59.834542	30.497618
15.50	15.0	59.834538	30.497623
16.00	15.0	59.834534	30.497628
16.50	15.0	59.834530	30.497633
17.00	15.0	59.834526	30.497638
17.50	15.0	59.834523	30.497643
18.00	15.0	59.834519	30.497648
18.50	15.0	59.834515	30.497653
19.00	15.0	59.834511	30.497658
19.50	15.0	59.834508	30.497663
20.00	15.0	59.834504	30.497668
20.50	15.0	59.834500	30.497673
21.00	15.0	59.834496	30.497678
21.50	15.0	59.834493	30.497683
22.00	15.0	59.834489	30.497687
22.50	15.0	59.834485	30.497692
23.00	15.0	59.834481	30.497697
23.50	15.0	59.834478	30.497702
24.00	15.0	59.834474	30.497707
24.50	15.0	59.834470	30.497712
25.00	15.0	59.834466	30.497717
25.50	15.0	59.834463	30.497722
26.00	15.0	59.834459	30.497727
26.50	15.0	59.834455	30.497732
27.00	15.0	59.834451	30.497737
27.50	15.0	59.834447	30.497742
28.00	15.0	59.834444	30.497747
28.50	15.0	59.834440	30.497752
29.00	15.0	59.834436	30.497757
29.50	15.0	59.834432	30.497762
30.00	15.0	59.834429	30.497767
30.50	15.0	59.834425	30.497771
31.00	15.0	59.834421	30.497776
31.50	15.0	59.834417	30.497781
32.00	15.0	59.834414	30.497786
32.50	15.0	59.834410	30.497791
33.00	15.0	59.834406	30.497796
33.50	15.0	59.834402	30.497801
34.00	15.0	59.834399	30.497806
34.50	15.0	59.834395	30.497811
35.00	15.0	59.834391	30.497816
35.50	15.0	59.834387	30.497821
36.00	15.0	59.834384	30.497826
36.50	15.0	59.834380	30.497831
37.00	15.0	59.834376	30.497836
37.50	15.0	59.834372	30.497841
38.00	15.0	59.834368	30.497846
38.50	15.0	59.834365	30.497851
39.00	15.0	59.834361	30.497855
39.50	15.0	59.834357	30.497860
40.00	15.0	59.834353	30.497865
40.50	15.0	59.834350	30.497870
41.00	15.0	59.834346	30.497875
41.50	15.0	59.834342	30.497880
42.00	15.0	59.834338	30.497885
42.50	15.0	59.834335	30.497890
43.00	15.0	59.834331	30.497895
43.50	15.0	59.834327	30.497900
44.00	15.0	59.834323	30.497905
44.50	15.0	59.834320	30.497910
45.00	15.0	59.834316	30.497915
45.50	15.0	59.834312	30.497920
46.00	15.0	59.834308	30.497925
46.50	15.0	59.834305	30.497930
47.00	15.0	59.834301	30.497934
47.50	15.0	59.834297	30.497939
48.00	15.0	59.834293	30.497944
48.50	15.0	59.834289	30.497949
49.00	15.0	59.834286	30.497954
49.50	15.0	59.834282	30.497959
50.00	15.0	59.834278	30.497964
50.50	15.0	59.834274	30.497969
51.00	15.0	59.834271	30.497974
51.50	15.0	59.834267	30.497979
52.00	15.0	59.834263	30.497984
52.50	15.0	59.834259	30.497989
53.00	15.0	59.834256	30.497994
53.50	15.0	59.834252	30.497999
54.00	15.0	59.834248	30.498004
54.50	15.0	59.834244	30.498009
55.00	15.0	59.834241	30.498014
55.50	15.0	59.834237	30.498018
56.00	15.0	59.834233	30.498023
56.50	15.0	59.834229	30.498028
57.00	15.0	59.834226	30.498033
57.50	15.0	59.834222	30.498038
58.00	15.0	59.834218	30.498043
