path_meter_pos[m]	speed[kmph]	lat[deg]	long[deg]
string	string	double	double
0.00	15.0	59.834790	30.497773
0.50	15.0	59.834786	30.497776
1.00	15.0	59.834782	30.497779
1.50	15.0	59.834778	30.497781
2.00	15.0	59.834773	30.497784
2.50	15.0	59.834769	30.497786
3.00	15.0	59.834764	30.497788
3.50	15.0	59.834760	30.497789
4.00	15.0	59.834756	30.497791
4.50	15.0	59.834751	30.497793
5.00	15.0	59.834747	30.497795
5.50	15.0	59.834742	30.497796
6.00	15.0	59.834738	30.497798
6.50	15.0	59.834734	30.497800
7.00	15.0	59.834729	30.497802
7.50	15.0	59.834725	30.497803
8.00	15.0	59.834720	30.497805
8.50	15.0	59.834716	30.497807
9.00	15.0	59.834711	30.497809
9.50	15.0	59.834707	30.497810
10.00	15.0	59.834703	30.497812
10.50	15.0	59.834698	30.497814
11.00	15.0	59.834694	30.497816
11.50	15.0	59.834689	30.497819
12.00	15.0	59.834685	30.497821
12.50	15.0	59.834681	30.497823
13.00	15.0	59.834676	30.497825
13.50	15.0	59.834672	30.497828
14.00	15.0	59.834668	30.497830
14.50	15.0	59.834663	30.497832
15.00	15.0	59.834659	30.497835
15.50	15.0	59.834655	30.497838
16.00	15.0	59.834650	30.497841
16.50	15.0	59.834646	30.497844
17.00	15.0	59.834642	30.497847
17.50	15.0	59.834638	30.497851
18.00	15.0	59.834634	30.497855
18.50	15.0	59.834630	30.497859
19.00	15.0	59.834626	30.497863
19.50	15.0	59.834622	30.497868
20.00	15.0	59.834618	30.497873
20.50	15.0	59.834614	30.497877
21.00	15.0	59.834611	30.497882
21.50	15.0	59.834607	30.497887
22.00	15.0	59.834603	30.497892
22.50	15.0	59.834599	30.497897
23.00	15.0	59.834595	30.497902
23.50	15.0	59.834592	30.497907
24.00	15.0	59.834588	30.497911
24.50	15.0	59.834584	30.497916
25.00	15.0	59.834580	30.497921
25.50	15.0	59.834577	30.497926
26.00	15.0	59.834573	30.497931
26.50	15.0	59.834569	30.497936
27.00	15.0	59.834565	30.497941
27.50	15.0	59.834561	30.497946
28.00	15.0	59.834558	30.497950
28.50	15.0	59.834554	30.497955
29.00	15.0	59.834550	30.497960
29.50	15.0	59.834546	30.497965
30.00	15.0	59.834543	30.497970
30.50	15.0	59.834539	30.497975
31.00	15.0	59.834535	30.497980
31.50	15.0	59.834531	30.497984
32.00	15.0	59.834527	30.497989
32.50	15.0	59.834524	30.497994
33.00	15.0	59.834520	30.497999
33.50	15.0	59.834516	30.498004
34.00	15.0	59.834512	30.498009
34.50	15.0	59.834508	30.498014
35.00	15.0	59.834505	30.498019
35.50	15.0	59.834501	30.498023
36.00	15.0	59.834497	30.498028
36.50	15.0	59.834493	30.498033
37.00	15.0	59.834490	30.498038
37.50	15.0	59.834486	30.498043
38.00	15.0	59.834482	30.498048
38.50	15.0	59.834478	30.498053
39.00	15.0	59.834474	30.498057
39.50	15.0	59.834471	30.498062
40.00	15.0	59.834467	30.498067
40.50	15.0	59.834463	30.498072
41.00	15.0	59.834459	30.498077
41.50	15.0	59.834455	30.498082
42.00	15.0	59.834452	30.498087
42.50	15.0	59.834448	30.498092
43.00	15.0	59.834444	30.498096
43.50	15.0	59.834440	30.498101
44.00	15.0	59.834437	30.498106
44.50	15.0	59.834433	30.498111
45.00	15.0	59.834429	30.498116
45.50	15.0	59.834425	30.498121
46.00	15.0	59.834421	30.498126
46.50	15.0	59.834418	30.498130
47.00	15.0	59.834414	30.498135
47.50	15.0	59.834410	30.498140
48.00	15.0	59.834406	30.498145
48.50	15.0	59.834402	30.498150
49.00	15.0	59.834399	30.498155
49.50	15.0	59.834395	30.498160
50.00	15.0	59.834391	30.498165
50.50	15.0	59.834387	30.498169
51.00	15.0	59.834384	30.498174
51.50	15.0	59.834380	30.498179
52.00	15.0	59.834376	30.498184
52.50	15.0	59.834372	30.498189
53.00	15.0	59.834368	30.498194
53.50	15.0	59.834365	30.498199
54.00	15.0	59.834361	30.498203
54.50	15.0	59.834357	30.498208
55.00	15.0	59.834353	30.498213
55.50	15.0	59.834349	30.498218
56.00	15.0	59.834346	30.498223
56.50	15.0	59.834342	30.498228
57.00	15.0	59.834338	30.498233
57.50	15.0	59.834334	30.498238
58.00	15.0	59.834331	30.498242
58.50	15.0	59.834327	30.498247
59.00	15.0	59.834323	30.498252
59.50	15.0	59.834319	30.498257
60.00	15.0	59.834315	30.498262
60.50	15.0	59.834312	30.498267
61.00	15.0	59.834308	30.498272
61.50	15.0	59.834304	30.498276
62.00	15.0	59.834300	30.498281
62.50	15.0	59.834296	30.498286
63.00	15.0	59.834293	30.498291
63.50	15.0	59.834289	30.498296
64.00	15.0	59.834285	30.498301
64.50	15.0	59.834281	30.498306
65.00	15.0	59.834278	30.498311
65.50	15.0	59.834274	30.498315
66.00	15.0	59.834270	30.498320
66.50	15.0	59.834266	30.498325
67.00	15.0	59.834262	30.498330
67.50	15.0	59.834259	30.498335
68.00	15.0	59.834255	30.498340
68.50	15.0	59.834251	30.498345
69.00	15.0	59.834247	30.498350
69.50	15.0	59.834243	30.498354
70.00	15.0	59.834240	30.498359
70.50	15.0	59.834236	30.498364
71.00	15.0	59.834232	30.498369
71.50	15.0	59.834228	30.498374
72.00	15.0	59.834225	30.498379
72.50	15.0	59.834221	30.498384
73.00	15.0	59.834217	30.498388
73.50	15.0	59.834213	30.498393
74.00	15.0	59.834209	30.498398
74.50	15.0	59.834206	30.498403
75.00	15.0	59.834202	30.498408
75.50	15.0	59.834198	30.498413
76.00	15.0	59.834194	30.498418
76.50	15.0	59.834190	30.498423
77.00	15.0	59.834187	30.498427
